,NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027,df_index
12000,170000951026,2017,3304557,Rio de Janeiro,33,RJ,32,F,0,0,1,3304557,Rio de Janeiro,33,RJ,1,7,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3304557,Rio de Janeiro,33,RJ,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,C,C,B,B,8,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,12000
13000,170005898382,2017,1506187,Rondon do Pará,15,PA,36,F,1,1,1,1506187,Rondon do Pará,15,PA,1,11,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506187,Rondon do Pará,15,PA,0,1,1,0,,395,399,,,384.5,485.3,,,BDCCBACCCDCCCCCABBBBBCCCCDDDEECCCCBAAAABBDDBC,99999EDCCBBDDADABBCEACCDEEBEEBCCAACDADBBCEEEADDBEE,,1,,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,,1,120,80,80,100,60,440,A,A,A,A,4,B,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,B,A,A,13000
14000,170002582312,2017,2805703,Propriá,28,SE,18,F,0,3,1,2805703,Propriá,28,SE,2,0,2,1,0,28013700,2805703,Propriá,28,SE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2805703,Propriá,28,SE,1,1,1,1,394,396,400,405,512.4,475.8,463.8,412.3,CEEDEDEBADBECEADDACBCEAABEDDEDDEEABEACEACDABE,EEECAEAEBBABBADDBAECDAEAEDBAEDAEEACEAADEDEDEA,99999EAEDBBCEADBDCEEBBBDADBAAAEEEBDECDEDCCCDABDECE,EAEAEAAAAAEDDABBDEDECABCADACBEEDDBDEBADEBABCB,1,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,CDEAEECAEBDBDBBAECDAEBCCCDAEBEABDBEDAADBCDDEC,EDDCDBEEDECCEBDAEDAEDAABEDBBADEDEDDABAABBDCBEABBCC,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,1,140,100,100,80,60,480,C,C,A,A,6,B,A,B,C,A,A,B,A,B,A,A,A,A,B,B,B,E,A,A,A,B,A,14000
15000,170005903927,2017,3205200,Vila Velha,32,ES,17,F,0,3,3,,,,,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3205200,Vila Velha,32,ES,1,1,1,1,392,396,400,404,489.8,497.6,443.1,390.2,EEBCCADCBCADBEEDACEADBBDBDCCADCEABAECABDCEDBB,CAAADEBDEECDDAAECBAEDEBCEBCDADEBCEEADAEEBEACC,EDACA99999BDECCAEEBEBDEDDBBDABBCDBEAECDDECAEDDBACC,BDABDBDAEBABECAEACDAAADCDEDBEDCDACBAAEEDCBBBA,0,BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA,CDEAEECAEBDBDBBAECDAEBCCCDAEBEABDBEDAADBCDDEC,EDDCDBEEDECCEBDAEDAEDAABEDBBADEDEDDABAABBDCBEABBCC,CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC,1,140,120,120,120,20,520,E,G,D,D,3,D,A,C,C,B,A,B,B,B,A,B,A,A,B,A,A,D,A,B,B,C,A,15000
16000,170005916042,2017,4101507,Arapongas,41,PR,17,M,0,1,1,4101408,Apucarana,41,PR,2,0,2,1,0,41026403,4101507,Arapongas,41,PR,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4101507,Arapongas,41,PR,1,1,1,1,392,398,401,404,564.4,506.6,543.9,610.3,AABCECADEEBADACCDCBEDECBBDABAEACBADDAABECDCAB,ABBEDBADBCAEBBCEAECECCEAEAACACBECEBECEECAABED,99999BEBCEEBAEADEDACBAECEABDDADBEABBEEDBEBDAADEABD,CECCEEDABAABEDADEAECCAABBAEBCDEDCEDBBEEACBBDE,1,BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC,1,120,120,100,100,80,520,B,B,C,F,3,D,A,C,D,C,A,B,B,B,A,B,A,A,C,B,A,D,A,A,A,B,A,16000
17000,170005933405,2017,2304400,Fortaleza,23,CE,40,M,0,3,1,2304400,Fortaleza,23,CE,1,11,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,0,1,1,0,,398,401,,,501.1,452.9,,,BAB*BBBCBCBADACEBCACDCDBEACACBCECDCAABBCABDED,99999CBCDEECDBEBACDCBDBBCBDABBCBCDACDCBDDBCCCBDBDB,,1,,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,,1,60,80,60,60,60,320,C,B,F,B,1,A,A,B,B,A,A,A,A,A,A,B,A,A,B,A,A,B,B,B,A,A,B,17000
18000,170005931015,2017,4307708,Esteio,43,RS,39,F,0,1,1,4304606,Canoas,43,RS,1,11,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4307708,Esteio,43,RS,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,C,B,B,3,D,A,B,B,B,A,B,A,B,A,B,A,A,B,B,A,C,B,B,B,A,A,18000
19000,170005921177,2017,2408003,Mossoró,24,RN,42,M,1,1,1,2408003,Mossoró,24,RN,1,11,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2408003,Mossoró,24,RN,1,1,1,1,394,396,400,405,520.5,594,536.7,532,BECCEEDEACDCAEDDBBCDEBAABDCCBECDEECDEBCEDAEDB,CEBEEAEAEDDADEDACABEDACECDBEDEDBABEDAAEEEDAEC,CDCCD99999ADEBDDECAEDABDECBEAEECEEDAEDEBCDEDCADECE,DDCCEBDBEBACADDDCCDBCBDCCECDBCADBCDDDBDACDDCC,0,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,CDEAEECAEBDBDBBAECDAEBCCCDAEBEABDBEDAADBCDDEC,EDDCDBEEDECCEBDAEDAEDAABEDBBADEDEDDABAABBDCBEABBCC,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,1,100,120,120,100,120,560,C,C,C,F,3,F,A,C,C,B,A,B,A,B,A,B,A,A,C,A,A,D,A,C,B,A,A,19000
20000,170005930305,2017,3550308,São Paulo,35,SP,18,M,0,3,1,3550308,São Paulo,35,SP,2,0,2,1,0,35990012,3550308,São Paulo,35,SP,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,São Paulo,35,SP,1,1,1,1,391,397,402,403,665.9,650.6,587.6,641.3,BEBBDEBCBBECBDBDBEAAEAAEACEAAEADACDCAACBCEBBE,ECDECCDDDCADEEAADDAEBBAABECDCACAEDBADBCDACAAC,BDCEE99999CECADEDEADEADBCDBADACBAAADCEDBEEADDBBDDE,ABBCACACBCBBEBBDCAABDBDAACADBEBABBBBECABAAAAA,0,DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE,ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC,DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE,ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD,1,120,120,140,140,160,680,F,C,E,B,4,G,A,C,C,B,A,B,A,B,A,B,A,B,C,B,A,E,B,C,B,B,B,20000
21000,170000899792,2017,2933307,Vitória da Conquista,29,BA,23,M,0,3,1,2933307,Vitória da Conquista,29,BA,1,4,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933307,Vitória da Conquista,29,BA,1,1,1,1,393,397,402,406,658.6,672.4,551.7,682.4,CCAACBBEEAEBBBAAACDDCCEEEECEABAAEBEEEDABBEDAC,ECEEDCDEDCADBECDEDBDBCEEBCCCDDCAEABEDBEDAAAEC,99999ADBEECEBADEDEADAABABDDACABBBAAAABBBCCCBBBBEDA,EE*ACAABBAADAAABBAABADCCEACACAEAAAAEDAEAAABCC,1,CCDACDEEAAEABCDAAECDCBADECDEEBDACBEDDBCBBEBAA,ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC,DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE,EECDCCECBDBBDBAEBADBECBDDABDEDEAADCCDAEACBBAC,1,160,200,140,160,140,800,C,F,B,B,4,H,A,B,C,A,A,B,A,A,A,B,A,A,D,B,A,D,A,B,B,A,A,21000
22000,170004280563,2017,5003207,Corumbá,50,MS,27,F,0,3,1,5003207,Corumbá,50,MS,1,8,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5003207,Corumbá,50,MS,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,C,C,B,1,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A,A,A,22000
23000,170000863290,2017,3156700,Sabará,31,MG,32,M,0,1,1,3106200,Belo Horizonte,31,MG,1,10,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3156700,Sabará,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,F,B,7,D,A,B,C,A,A,B,A,B,A,B,A,B,B,A,A,C,B,B,B,A,A,23000
24000,170004227983,2017,2707305,Porto Calvo,27,AL,18,M,0,3,1,2601409,Barreiros,26,PE,2,0,2,1,0,27031365,2707305,Porto Calvo,27,AL,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707305,Porto Calvo,27,AL,1,1,1,1,393,395,399,406,511.5,530.9,565.4,546.1,ABADECDDBCCCBBAAEAEADBADDBCBEEEADDEADCABBBBCB,BDBDCADEEAABBADDDADCDDABDBECDADDBBABECBDACDCA,DDAEE99999BDBEDDABCACDAEDADAEEDBAEDEABBDADDCADEDEA,EECECACCEECEADEBDAACEEBCEABEBEEDCABAABCEDBAED,0,CCDACDEEAAEABCDAAECDCBADECDEEBDACBEDDBCBBEBAA,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,EECDCCECBDBBDBAEBADBECBDDABDEDEAADCCDAEACBBAC,1,140,120,120,100,60,540,B,E,C,B,4,C,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,A,B,A,24000
25000,170002579367,2017,3550308,São Paulo,35,SP,18,F,0,1,1,3550308,São Paulo,35,SP,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,São Paulo,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,D,F,F,D,3,C,A,B,C,A,A,A,B,B,A,B,A,A,C,B,A,C,B,B,B,A,E,25000
26000,170005936471,2017,3162955,São José da Lapa,31,MG,20,F,0,3,1,3104700,Ataléia,31,MG,1,3,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3162955,São José da Lapa,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,C,B,B,5,C,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,D,A,B,A,A,A,26000
27000,170000900026,2017,2927408,Salvador,29,BA,22,M,0,3,1,2927408,Salvador,29,BA,1,3,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2927408,Salvador,29,BA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,D,B,B,5,B,A,B,C,A,A,B,B,A,A,B,A,A,B,B,A,C,B,B,B,A,A,27000
28000,170002545120,2017,2605202,Escada,26,PE,24,M,0,3,1,2605202,Escada,26,PE,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2605202,Escada,26,PE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,E,A,D,3,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,28000
29000,170002618800,2017,3200607,Aracruz,32,ES,21,F,0,1,1,3204609,Santa Teresa,32,ES,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200607,Aracruz,32,ES,1,1,1,1,392,395,399,404,518,595.6,496,587.4,DCBDABAEDADBDCEDCCCABBBACBCDCEDBDAAAEBCDDECCE,EDDECADEEACDDADDABBDCDBEEBEEEEBBEDCDAEBDCDCCE,99999CCECEACBBDDEEBEBEAEEABEEDBCBEEEEBBABABEAEADCA,CAAACEBEBDDDABEBBDDBDAABBBBDACABDCCECEECABBCA,1,BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC,6,0,0,0,0,0,0,C,C,A,A,4,B,A,B,D,A,B,B,B,B,A,A,A,A,B,B,A,C,B,B,A,A,A,29000
30000,170002573553,2017,3200201,Alegre,32,ES,19,F,0,2,1,3305000,São João da Barra,33,RJ,2,0,2,1,0,32045379,3200201,Alegre,32,ES,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200201,Alegre,32,ES,1,1,1,1,393,395,399,406,493.4,439.2,405.2,485.1,DABEECCEEAAECABBDACEBEAECAADDAAACAEACDABDCCDA,ECCBECBACAABBECBEDCCEEEAAACCABADADCADCBEEEBBC,99999BBDEABBEADEEEABAEDEBAAACBCABDBCCDEDCCEBCDAEBD,CAACAAAEACCCABDACDBABDAACABEBEEACECCAEBCBDCBD,1,CCDACDEEAAEABCDAAECDCBADECDEEBDACBEDDBCBBEBAA,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,EECDCCECBDBBDBAEBADBECBDDABDEDEAADCCDAEACBBAC,6,0,0,0,0,0,0,H,H,F,B,2,C,A,B,C,A,A,B,B,B,A,B,A,A,D,B,A,C,A,B,B,B,A,30000
31000,170005924412,2017,1500800,Ananindeua,15,PA,25,M,1,3,1,1500800,Ananindeua,15,PA,1,7,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500800,Ananindeua,15,PA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,E,C,B,6,D,A,B,C,A,A,B,A,A,A,A,A,A,C,B,A,C,A,A,B,A,A,31000
32000,170002573571,2017,3550308,São Paulo,35,SP,17,F,0,1,1,3550308,São Paulo,35,SP,2,0,3,1,0,35103548,3550308,São Paulo,35,SP,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,São Paulo,35,SP,1,1,1,1,392,395,399,404,626.8,681.6,633.8,650.7,DBBBABACECDDBBACEBBBCEAEDDDEABCDBCAEBAEDDCDAE,CDCECADEEABDBEDAECCEBABABDEDBDBBAECCEEBDCEEEA,DDCDE99999BDAEDAADCDCBABBADEDEDBBACEADBBCAADACDDCB,CDCBBEBAECBBCEBDACEBCEABCDBBCEACCCDACDCBDBACD,0,BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC,1,160,120,140,140,100,660,G,G,E,E,3,P,B,C,C,C,A,B,B,B,B,B,B,B,C,B,B,D,B,C,B,B,D,32000
33000,170000921210,2017,2700409,Atalaia,27,AL,20,F,0,1,1,2701100,Branquinha,27,AL,2,0,2,1,0,27026337,2700409,Atalaia,27,AL,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700409,Atalaia,27,AL,1,1,1,1,391,397,402,403,427.3,358,370.4,419.7,ABCCAEAAEDEDADBBBEEEEADCDAABAEAEEAAAEADABDECA,ADDDEABCBBDDADBCECEEADCCDDEECCADBAECADEECADAA,99999AAEBCEDEADEEAAECCEADBECDCDABDBDAACEBACCEEBBBB,AEEEAAEAEEAABEAEAAECEAAAAEEAAAAAAEEAABAAABECE,1,DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE,ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC,DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE,ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD,1,60,80,100,80,40,360,B,B,A,A,3,C,A,C,D,A,A,B,A,A,A,A,A,A,C,A,B,D,B,A,B,B,A,33000
34000,170005916361,2017,3543402,Ribeirão Preto,35,SP,60,F,1,1,1,3531902,Morro Agudo,35,SP,1,11,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3543402,Ribeirão Preto,35,SP,1,1,1,1,392,397,402,404,618.5,732.2,646.6,690.4,AABBEEEDEACAECADECBADEECCDBEAEDABEAEBBABDCBAA,ECAEBCDDECADEEEBDDBEBADEBDCCCDEAEDBEDBEDDBAEC,DDCDE99999CEBAEEDEADCDBBCDBCEABDAABBCBDBECEDDBCDAE,CECDEECEBCDBCCBDDAECDDABDDBCBEEBCEBCDEEBDACDD,0,BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA,ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC,DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE,CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC,1,120,120,120,120,100,580,A,B,C,F,2,G,A,B,C,B,B,B,B,B,A,B,A,B,B,A,A,C,B,B,B,A,A,34000
35000,170005904284,2017,2105302,Imperatriz,21,MA,23,F,0,2,1,2100956,Arame,21,MA,2,0,2,1,0,21096120,2105302,Imperatriz,21,MA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2105302,Imperatriz,21,MA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,A,A,A,3,C,A,B,B,A,B,B,A,A,A,A,A,A,B,A,A,B,A,A,A,B,A,35000
36000,170005916402,2017,1600303,Macapá,16,AP,25,F,0,3,1,1600303,Macapá,16,AP,2,0,2,3,0,16001885,1600303,Macapá,16,AP,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600303,Macapá,16,AP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,B,B,3,B,A,B,B,A,A,B,A,B,A,A,A,A,B,B,A,C,A,A,A,B,A,36000
37000,170002553592,2017,1501402,Belém,15,PA,21,F,0,1,1,1501402,Belém,15,PA,1,3,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501402,Belém,15,PA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,H,E,C,B,4,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,A,A,A,37000
38000,170004200340,2017,5220686,Simolândia,52,GO,20,F,0,4,1,5200803,Alvorada do Norte,52,GO,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5218300,Posse,52,GO,0,1,1,0,,396,400,,,460,406.9,,,BDECACBDDAECABCABEDCCDDBEACEBADBCADBECBECDAEA,99999EACDBBCBDBDECBADCACEDECAEABDAEDEDABDCACDDADBE,,1,,CDEAEECAEBDBDBBAECDAEBCCCDAEBEABDBEDAADBCDDEC,EDDCDBEEDECCEBDAEDAEDAABEDBBADEDEDDABAABBDCBEABBCC,,1,100,80,60,100,40,380,A,E,B,A,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,38000
