,NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027,df_index
37000,170006208554,2017,4216305,São João Batista,42,SC,15,F,0,1,1,4205407,Florianópolis,42,SC,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4218004,Tijucas,42,SC,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,E,D,B,6,H,B,B,D,E,A,B,A,B,B,B,B,B,C,B,B,E,A,C,B,C,E,37000
38000,170002779515,2017,1504406,Marapanim,15,PA,18,F,0,3,1,1501402,Belém,15,PA,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502905,Curuçá,15,PA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,G,E,B,D,5,A,A,C,D,B,B,B,A,B,A,A,A,A,B,B,A,B,A,B,A,A,A,38000
39000,170006200542,2017,4306452,Dois Lajeados,43,RS,17,F,0,1,1,4306452,Dois Lajeados,43,RS,2,0,2,1,0,43051561,4306452,Dois Lajeados,43,RS,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4309407,Guaporé,43,RS,1,1,1,1,392,398,401,404,520.2,405.2,437.5,453.1,DDEABAACAEDBCAAEDECCDDDCCEEBACBBCAAEAEEDAACAE,BDBDACABDEDAACCDEAACAAEBDCBBADDBDEDCABDAEABEC,99999BDABEEEABEBEAABEBECADBCDBCDDDEDACDBACCDEACCAC,EEACAADABBAAEADDCAACAAAAEBCCCCBCECDCACEEADABB,1,BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC,1,100,120,80,80,40,420,C,E,A,C,4,C,A,B,D,C,A,B,B,B,A,B,A,B,A,A,A,D,B,B,B,B,A,39000
40000,170004541824,2017,3526704,Leme,35,SP,18,M,0,1,1,3526704,Leme,35,SP,2,0,2,1,0,35005666,3516408,Franco da Rocha,35,SP,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3526704,Leme,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,H,H,F,F,3,B,A,B,C,A,A,B,B,B,A,B,A,A,B,B,A,C,B,A,A,B,A,40000
41000,170006186179,2017,1504307,Maracanã,15,PA,18,M,0,3,1,1504307,Maracanã,15,PA,2,0,2,1,0,15050149,1504307,Maracanã,15,PA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503200,Igarapé-Açu,15,PA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,C,A,A,5,B,A,B,B,A,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,B,A,41000
42000,170002776671,2017,1504208,Marabá,15,PA,18,M,0,3,1,1504208,Marabá,15,PA,2,0,2,1,0,15127281,1504208,Marabá,15,PA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504208,Marabá,15,PA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,D,C,B,5,C,A,B,D,A,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,B,A,42000
43000,170001092180,2017,3168903,Tiros,31,MG,16,M,0,1,1,3551504,Serrana,35,SP,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3162104,São Gotardo,31,MG,1,1,1,1,393,396,400,406,463.3,448.7,480,554.8,BDAAAAAABDBBEBBAEDACBBCDDBAADDAEDBDAABDCCBBAC,ABBADDEDCAABBABBCADACBAABBAAEAACECEAACAEABBDB,99999AEEDCCBDBDCECEDAAAACBCAAEAEDAEDBCABDDDBCADCCB,AECEBDCBBECADBDBECBEAEACEABEACBDCACDDBACABCAD,1,CCDACDEEAAEABCDAAECDCBADECDEEBDACBEDDBCBBEBAA,CDEAEECAEBDBDBBAECDAEBCCCDAEBEABDBEDAADBCDDEC,EDDCDBEEDECCEBDAEDAEDAABEDBBADEDEDDABAABBDCBEABBCC,EECDCCECBDBBDBAEBADBECBDDABDEDEAADCCDAEACBBAC,1,80,40,40,80,40,280,E,D,B,F,4,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A,C,A,43000
44000,170004533795,2017,2929503,São Sebastião do Passé,29,BA,23,F,0,2,1,2928604,Santo Amaro,29,BA,1,6,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2929503,São Sebastião do Passé,29,BA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,E,C,A,2,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,44000
45000,170001191748,2017,3515004,Embu das Artes,35,SP,17,M,0,4,1,3550308,São Paulo,35,SP,2,0,3,1,0,35137716,3522208,Itapecerica da Serra,35,SP,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,São Paulo,35,SP,1,1,1,1,391,398,401,403,670.2,659.5,608.6,744.6,BEEBDABABBEBCDBDADADEECBADEAEEBDCBECAACDBECAA,DAABEDBABDDACDEDCADECCDAECECEEBBDDBEBBAECDBED,DEDCB99999ECAAAAEDDCBDDCBAEACBBCDABBABDEECAACDDBED,BEBCEEACBABAEBBDDAAEACADACACDEBCBAEACDCEBADEC,0,DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD,1,160,120,140,140,160,720,F,G,E,D,4,I,B,C,C,B,A,B,B,B,B,B,A,A,B,A,A,C,B,C,B,B,D,45000
46000,170001150682,2017,1501402,Belém,15,PA,23,F,0,2,1,1501402,Belém,15,PA,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501402,Belém,15,PA,1,1,1,1,394,395,399,405,580.5,607.5,577.2,399.6,AEECCDDABAACABEDCEADBEAEBCECBCBEEECDBCDBCDADB,CDEECEDEBACABADAEBBCCAEEDADEEABBACCABCACCECCD,DDBEE99999CDDEDCEBCDDDAEBAAEAEDBACCBACBAEEEBAEDDCB,EAEDDBACACDEEDDABDBECCEAAEECCEDDBBCEEBBCDDCAC,0,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,1,140,120,120,120,60,560,H,D,D,B,2,B,A,B,A,A,A,B,A,B,A,A,A,A,B,A,A,C,B,A,B,A,A,46000
47000,170002770788,2017,2903201,Barreiras,29,BA,27,F,0,4,1,2903201,Barreiras,29,BA,1,9,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2903201,Barreiras,29,BA,1,1,1,1,391,397,402,403,532.5,497.3,479.9,426.1,BEEBECECCEDAAECBEDEDECAAACBBDCDBDDCAEAEEAEDBA,ECBBCBCCEBACECABEBCABAAEDDEDCAADAAEADDDECBAED,99999ADDDBAEEAEAEDADCDBEADBEBAABEAADBABECBEADDADBC,BAACEBADDBBDCAAAEBCACDAEADEDCCACAEDEADBCDAEDA,1,DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE,ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC,DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE,ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD,1,80,60,60,80,80,360,H,D,F,B,6,B,A,B,D,A,B,B,A,A,A,A,A,A,B,A,A,B,A,B,B,A,A,47000
48000,170001109214,2017,1505502,Paragominas,15,PA,20,F,1,3,1,1505502,Paragominas,15,PA,3,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505502,Paragominas,15,PA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,D,B,B,B,2,B,A,B,C,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,C,A,48000
49000,170004539794,2017,3301702,Duque de Caxias,33,RJ,16,F,0,2,1,3301702,Duque de Caxias,33,RJ,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3301702,Duque de Caxias,33,RJ,1,1,1,1,391,397,402,403,631.7,557.5,564.9,675.7,DEDBBCDCDBEACEEBBEEDEAEDAAEAEAADAECCABDDBEEEE,EBECDAEEDCAABDCBDABABDADADEECECBEABAEBEDEDAEA,CDCDE99999AEEABEDEADCDBBCDBDEBBADAEACEDAADCBBBAEDE,EABCBABBBBBAECCEDEABACEACDADBCABBAAACEEAEAECC,0,DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE,ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC,DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE,ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD,1,160,120,140,120,100,640,E,E,D,B,3,D,A,B,B,A,A,B,A,B,B,B,A,A,B,B,A,D,A,B,B,C,A,49000
50000,170004499403,2017,3104502,Arinos,31,MG,16,F,0,3,1,3104502,Arinos,31,MG,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3104502,Arinos,31,MG,1,1,1,1,392,397,402,404,450.8,528.7,486.4,477.5,BABDBEDCBABDBECCCECEDEDEBBDCADEECADAADDEBCECD,BEAEBCBECAACEDDEEABCBBDBEACBCACDEEBEDCEEBDDEC,99999ABDBCCEBAEBBEDDADBCBDBAEECADCBDEEDDACDBDBBABE,AACACEBAEACBEDADEBDCCEACCBDBBDCDEDDDEABBABDAA,1,BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA,ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC,DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE,CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC,1,120,120,100,100,0,440,C,E,C,B,4,B,A,B,C,B,B,B,A,A,A,B,A,A,B,B,A,E,A,A,A,C,A,50000
51000,170002833300,2017,3151503,Piumhi,31,MG,25,F,0,3,1,3151503,Piumhi,31,MG,1,7,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3151503,Piumhi,31,MG,1,1,1,1,394,396,400,405,514,455.7,533.5,454.8,ACCCDBCCBECECACBDCDACCDAACAAAEBDDCDEBEEABCCBD,CCABBDCAABBAEEDABCDEECCBBECAEDDBDABBEAEEEEAAD,99999BEBCECEABDCEEBEDACDCABAEEECDEDBEAEAEECEEADBCB,EABCCAACEDEABCEBECDDDCBECABBCEADCDACDBCECDDDC,1,EEAAECDCCDADAADECDCBCDAAEDEEBABCEDDCBEBAABCBB,CDEAEECAEBDBDBBAECDAEBCCCDAEBEABDBEDAADBCDDEC,EDDCDBEEDECCEBDAEDAEDAABEDBBADEDEDDABAABBDCBEABBCC,BBDBADBEECDCCECAEBBDDEDDCCBBACADAEACEADABDECB,1,140,140,120,120,40,560,C,D,A,B,5,G,A,C,D,A,A,B,A,B,A,B,A,A,B,B,A,E,A,C,B,A,A,51000
52000,170004496888,2017,1501402,Belém,15,PA,29,F,0,3,1,1501402,Belém,15,PA,1,11,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501402,Belém,15,PA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,E,B,B,2,B,A,B,A,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,52000
53000,170004545411,2017,3122306,Divinópolis,31,MG,19,M,0,1,1,3122454,Divisópolis,31,MG,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3122306,Divinópolis,31,MG,1,1,1,1,392,397,402,404,397.6,510.2,531.9,724.2,DDBCEEDDCCBBAABBCCDDEEDDCCBBAABBCCDDEEDDCCBBD,DCBECABDEBDCABEBCEADBECDEBADCACAABAECEBDDCAAE,DECDE99999AECABEDDADEDBCBABCCDECEABACBCDBEADCCBDEA,CACCEEBDDBABECADBACBDDABECBECEDBBEECCEEDABEAD,0,BCBBEBAAEDDCBDADEEBADECDCBCDAAEABCEEAAECDCCDA,ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC,DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE,CCECEECDADBBDBBDBAEBDDABECBDCCDEDBBACAEADAEAC,1,120,120,100,120,100,560,D,F,D,D,2,E,A,C,C,B,A,B,B,A,A,A,A,A,D,A,B,C,B,B,B,A,B,53000
54000,170001182743,2017,2915601,Itamaraju,29,BA,19,F,0,3,1,2915601,Itamaraju,29,BA,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2915601,Itamaraju,29,BA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,C,B,B,3,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,54000
55000,170001112136,2017,1501402,Belém,15,PA,24,M,0,4,1,1501402,Belém,15,PA,1,3,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501402,Belém,15,PA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,C,E,C,B,6,C,B,D,D,A,A,C,B,B,A,A,A,A,D,B,A,E,A,B,B,A,A,55000
56000,170004540407,2017,3518800,Guarulhos,35,SP,24,M,0,3,1,3518800,Guarulhos,35,SP,1,5,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3518800,Guarulhos,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,C,B,4,C,A,B,B,A,B,B,A,B,A,B,A,A,B,A,A,D,A,A,B,A,A,56000
57000,170006211263,2017,3110608,Cambuí,31,MG,19,F,0,3,1,3110608,Cambuí,31,MG,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3110608,Cambuí,31,MG,1,1,1,1,393,397,402,406,394.6,537,543.7,565.7,ACACDDCDDDDDCEEECACCDAECAADDBACACCACDDBDACABC,AEACBECABCADECACCEBEAAEABCEDECEDEDBDEBDEBBAEA,DDCDE99999CEEAECCAACCDBBBEBCEEBBADEDCEDBBBDEDDDEAB,CEEBBACBBDCBDCCBBBABCCECAABBBCBDCCAEBBBBAAEAA,0,CCDACDEEAAEABCDAAECDCBADECDEEBDACBEDDBCBBEBAA,ECAEBCDDECADBEABDDBDBDAEBCCCCDEAEDAEBBEDABAEC,DDCDEEDBEECEBADEDEABEDBBBDBCCABAAAABCBDAEDEDDBCDAE,EECDCCECBDBBDBAEBADBECBDDABDEDEAADCCDAEACBBAC,1,120,120,100,80,100,520,H,D,F,C,2,C,A,B,D,B,A,B,A,B,A,B,A,B,B,A,A,C,A,B,B,A,A,57000
0,170002850706,2017,3106705,Betim,31,MG,25,F,1,3,1,3106200,Belo Horizonte,31,MG,1,7,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3106200,Belo Horizonte,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,E,B,B,2,D,A,B,B,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,A,A,A,0
1000,170006231868,2017,2109908,Santa Inês,21,MA,28,M,1,3,1,2109908,Santa Inês,21,MA,2,0,2,1,0,21078556,2109908,Santa Inês,21,MA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2109908,Santa Inês,21,MA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,A,A,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,B,A,1000
2000,170006186374,2017,2910800,Feira de Santana,29,BA,34,F,0,2,1,2910800,Feira de Santana,29,BA,1,9,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910800,Feira de Santana,29,BA,0,1,1,0,,395,399,,,353.4,420.7,,,DDDCABCCDCDCDCCDDEEDCBDBCDCAAAAADCCBAADDDDBBA,99999BBBCDCEDADDDACDECDDAACBECDCBACAAEBDEDEDAEABAD,,1,,CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE,DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB,,1,80,120,80,80,20,380,B,B,A,A,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,2000
3000,170006232668,2017,2403251,Parnamirim,24,RN,30,M,0,3,1,2408102,Natal,24,RN,1,8,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2408102,Natal,24,RN,1,1,1,1,393,398,401,406,575.4,576.3,548.8,584.5,BCBDEDDEADAEBBCBBDDDCCDBDABDABEBEBDAABEBACDAA,BBBAEAAEDACACEBECADBEDCABDBABEAECBEABBACCDBCA,DBDAD99999ECABBADEDCEABCEEBADBDBBAEBDCDAEBAAADBABD,CDCEADCDBACABCCBCEBBBABDEACDBDEDBCCEAECCABEBE,0,CCDACDEEAAEABCDAAECDCBADECDEEBDACBEDDBCBBEBAA,DAEBEABDBEDACDDECADBCCCAECDEECAEBDBDBBAECDAEB,DEDCDBEEDEECABAAEDDCBDEDBAEABBBDEDBBCCDAEBCAABDAED,EECDCCECBDBBDBAEBADBECBDDABDEDEAADCCDAEACBBAC,1,120,120,120,120,80,560,C,D,F,F,4,H,A,C,C,B,A,B,B,B,A,B,A,A,C,A,B,C,B,B,B,A,D,3000
