,NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027,df_index
6000,180010323254,2018,4218251,Timbó Grande,42,SC,17,F,0,1,1,4218251,Timbó Grande,42,SC,2,0,2,1,0,42074851,4218251,Timbó Grande,42,SC,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4203006,Caçador,42,SC,1,1,1,1,448,452,456,460,444.8,477.8,452.1,500.9,ECBEAEEBABEAACEBABCDDCABDECEECDBACAEAAEAAAEDC,BAECACEABEAECDAAEEDBBCEBEEEDDCEEADECDABBCEACB,DEBAC99999BBCADBCEEAAABBBACAAAEDBBDBDCBADCBABEABCA,DCECBEEDABAEDCCBDEEAECCEDBAEDBCCAACCBCAACEBDA,0,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,100,120,80,80,40,420,D,C,A,C,3,D,A,B,D,C,A,B,B,B,A,A,A,A,B,A,A,B,A,B,A,B,A,6000
7000,180010290596,2018,2517100,Várzea,25,PB,28,F,0,2,1,2513406,Santa Luzia,25,PB,3,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513406,Santa Luzia,25,PB,1,1,1,1,448,453,458,460,392.8,556.4,380.8,389.8,DABACEEBBAEBBECBDABCBCADBDBCDCBDBCDBACDDBDEBE,EAECDECBBAEBCAEDBDCBCDAADABAECECCCDCBEEDAECDA,ECBBE99999ABDABACBABBCDEEDBACECABAECDAEBCAABBAECAD,BACABBCBDCBCBEBCCECADBCEDCABCECDBCDCBDDBCEECA,0,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,4,0,0,0,0,0,0,A,B,A,A,4,B,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B,C,A,7000
8000,180010452031,2018,3305208,São Pedro da Aldeia,33,RJ,26,F,,3,1,1501402,Belém,15,PA,1,2,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3305208,São Pedro da Aldeia,33,RJ,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,H,E,B,C,3,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A,A,A,8000
9000,180010333511,2018,2109007,Porto Franco,21,MA,19,M,0,1,1,2109007,Porto Franco,21,MA,2,0,2,1,0,21199365,2109007,Porto Franco,21,MA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2109007,Porto Franco,21,MA,1,1,1,1,450,451,455,461,387.6,430.1,458.8,412.4,BDABCACEBCCBEBCDBCDBBAABCAAEBEDABCCDEDABAABEE,ACEBACDABDABECDDBEBCEDCAEBCDAEBCEABDCEBDEACBD,99999DCEABDABCCADABABCCAAEBACBBADCEBACCABCDECABEBA,BAEAADBBACDECCCAABEBDCBAEDEBADCCAAAADEBCCDAAE,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,100,40,40,120,60,360,B,E,A,A,5,B,A,B,E,B,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A,B,A,9000
10000,180010357078,2018,2611606,Recife,26,PE,28,F,0,2,2,,,,,1,10,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611606,Recife,26,PE,1,1,1,1,450,454,457,461,434.8,576.4,472.4,387,BDDCAECCECECEAADBCEECBCBCEBEDCBEBCECDCABEDCEC,CDCDCBBCDCDCDCDDEDCDECEDECDEDEDCEDCDCCDDCBDCE,99999CDECACDEDCABAAEEABCDBBCDCECABACBDEDCDECDECEDC,DCCDACDCDCEDCBABDECCCDBDCBCBCBBCABDCDBCAEDCCC,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,100,40,40,100,0,280,A,E,B,C,2,C,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,10000
11000,180010470543,2018,2914653,Itabela,29,BA,18,M,0,3,1,1100205,Porto Velho,11,RO,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2914653,Itabela,29,BA,1,1,1,1,450,451,455,461,488.5,615,554.2,502.4,BBBEAACDEBBBBAACDBDDAADEEDAABCAEDAEECBEEACBCE,ADCDCAADCBBEBEEABBAACACEDCBADAEDEEBDEECABBAED,BBEAE99999CDEEDBBBAAEBEDDABEEDECBBBDBCCCBBADBACBCA,BADDDEDCEBBCBCCDBDEBEADDCEBBBCACCBDDDDBADEDEB,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,120,120,120,100,80,540,E,E,A,F,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A,A,A,11000
12000,180010396576,2018,2101202,Bacabal,21,MA,21,F,0,3,1,2101202,Bacabal,21,MA,1,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101202,Bacabal,21,MA,1,1,1,1,447,452,456,459,386.2,501.1,497.8,485.7,DACBAECBDCDEBBECBCDCBEDDCAEEBEDBDBAACCCCBEBEE,BEBCECDBDCACECBCEDEBCCAEACBCDEBADCABDCBDCCDBB,99999CBBEAAEDEDBBABABBEBBACDEBCBBECBDEACBCEECCEAEC,CBCDDBDACCBBDAEACDBACDCBACCECBADBDCAECBDACEBD,1,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1,160,120,120,140,20,560,A,A,A,A,3,B,A,B,B,A,A,A,B,A,A,A,A,A,B,B,A,B,A,A,B,A,A,12000
13000,180010416770,2018,2805406,Poço Redondo,28,SE,24,F,1,3,1,2805406,Poço Redondo,28,SE,2,0,2,1,0,28032730,2805406,Poço Redondo,28,SE,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2805406,Poço Redondo,28,SE,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,A,A,A,A,2,B,A,B,C,A,B,B,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,13000
14000,180010551614,2018,4101804,Araucária,41,PR,17,F,0,3,1,2611606,Recife,26,PE,2,0,2,3,0,41123565,4101804,Araucária,41,PR,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4101804,Araucária,41,PR,1,1,1,1,448,454,457,460,454,553.9,453,508.3,BEDEBEDADBEDABECCDDEDCDEDCEECBCDACBCACBDBECEB,BEBBCDDBECECBBEDAECDBCBDEBEAEBBDBEDDEACBDEBAC,EBDDB99999...EBADDBDCEBDADE.EBCDCAEDBEBDADABABCACA,ACDBDBACDEADEADAECCBEDACACBDBAEDBDADBCEDBADBA,0,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,140,120,120,120,60,560,H,C,F,B,3,C,A,B,C,A,A,B,B,B,A,B,A,A,B,A,A,C,A,A,B,B,A,14000
15000,180010449589,2018,3127701,Governador Valadares,31,MG,24,M,0,3,1,3203304,Mantenópolis,32,ES,1,7,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3127701,Governador Valadares,31,MG,1,1,1,1,450,452,456,461,514.9,638,612.9,646.3,DADBACCEEAEEABBACEBCAADDDCDDEADABABEBEAEEBCEC,EEEBBEEADDDEDABEBDEBCDBDDEEBAECAABEDAEBBEEEBC,BBEDC99999BBBEDECAEEDACDECCADBBBABABEEABDDBAABCDEB,ABBCCECEBBCADDDDBACBDEACBDBDADCBAAADADBBDBDEB,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,120,120,120,140,80,580,B,D,A,B,1,C,A,B,D,A,B,B,A,B,A,A,A,A,B,A,B,B,A,B,B,A,A,15000
16000,180010529513,2018,2607653,Itambé,26,PE,17,M,0,3,1,2607653,Itambé,26,PE,2,0,2,1,0,26089530,2607653,Itambé,26,PE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2607653,Itambé,26,PE,1,1,1,1,449,453,458,462,433.4,549.4,524,580.4,CCEBACCBDDCEBAACDDEADCBDCCBDCAAEDCDEAECDDBDCA,ECACDDEAEAEDEAEEEDEADEADEECEEDEDDCADBABACBDDC,BCCBD99999AABADAEBACCBCCEEBCDCDDBBBABEBBCEEDECCCBA,BCCDCCBDEB*DBCEBCDAABCCEABBDCDADBDCBAACDEACDC,0,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1,120,120,100,120,100,560,A,B,C,B,8,B,A,B,D,A,A,B,B,B,A,A,A,A,B,A,A,C,B,A,B,B,B,16000
17000,180010402946,2018,2210607,São Raimundo Nonato,22,PI,27,M,0,2,1,2210607,São Raimundo Nonato,22,PI,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2210607,São Raimundo Nonato,22,PI,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,D,F,F,4,E,D,C,D,B,A,B,A,A,A,B,A,A,B,A,A,B,A,A,A,D,D,17000
18000,180010473421,2018,3167608,Simonésia,31,MG,31,M,0,2,1,3139409,Manhuaçu,31,MG,1,12,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3139409,Manhuaçu,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,H,B,F,B,5,H,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B,A,A,18000
19000,180010503352,2018,2509339,Matinhas,25,PB,16,F,0,1,2,,,,,2,0,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500403,Alagoa Nova,25,PB,1,1,1,1,449,452,456,462,478.2,569.6,501.2,427.9,ECEEDAECADBDEDACADBCBCDCCBCDBAACDBACDEBBBABAC,BDACEEBAADAEAABADEBECBDEBECACDCBDBADBCBACBEBC,99999BBECBEBBCAECAEABDBBAABAAADDAAAEAEAAADBEACABAD,BDCDEEDADCDBCDBBBBCADBEABDAEDBEAACECBDDACDBEE,1,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1,160,140,160,180,120,760,F,F,D,B,4,B,A,B,C,B,B,B,A,A,A,A,A,A,B,B,A,C,A,B,B,B,C,19000
20000,180010385153,2018,5108600,Vila Rica,51,MT,16,F,0,3,1,5108600,Vila Rica,51,MT,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5108600,Vila Rica,51,MT,1,1,1,1,448,452,456,460,445.7,597.6,529.2,491.7,BCBAAECEBBDABAABCECEDDCBDDBCBCABCABBCBECDEAEC,CAAADADCBADEC*EADEEDCAEABCEAEEBABBADEEABBECCB,BECCE99999DBAADACAECCBCBBBBACACBBBCEBDDBAEDEACDEAB,ABBDCEDADBABDBBDBECCECAEACCEBBCDDEAEADAEEBACA,0,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,120,120,100,120,60,520,D,C,D,B,4,F,A,C,D,C,A,B,B,B,A,A,A,A,B,A,A,E,A,B,B,C,B,20000
21000,180010405477,2018,2507507,João Pessoa,25,PB,17,F,0,3,1,3550308,São Paulo,35,SP,2,0,2,1,0,25094750,2507507,João Pessoa,25,PB,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507507,João Pessoa,25,PB,1,1,1,1,447,451,455,459,481.6,479.7,475.2,399.7,ECBEEBEACCCBDEEDEDBCABAACAEDAEACBBCEBCACDECCA,BBCABBAEECBCBCABBDDBACECBBCDBCACEEDBCBCEDBDDB,99999CBEBCDCDABEABBECDACBABBBBECCBAABDECEEEEDDBADB,DEBCCBAEABECDEEBABABBCDBBBDEABDCBABECBBADCACA,1,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1,120,40,40,120,20,340,C,B,F,B,6,B,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,B,B,B,B,B,A,21000
22000,180010408789,2018,5300108,Brasília,53,DF,26,M,0,0,1,5300108,Brasília,53,DF,2,0,2,3,0,53012623,5300108,Brasília,53,DF,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5300108,Brasília,53,DF,1,1,1,1,450,452,456,461,413.8,474.8,452.1,440.2,BAD.DBAC.DBEA.DA...BEAEEC.A.B.AABEBDADEA.DECC,DEA..DBBAB.ABACDBECBDABADEAADDBCAEDDEACAACE.B,DABAD99999ADE.DACAABECCBBADA.ABD.B.B.B.BBED.A.DBCD,CDDCAEA.EEB...BACD.BE.ACBCEBCBACDBBAACDBCDDC.,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,100,40,40,80,40,300,B,B,B,B,4,E,B,B,C,B,A,B,A,A,A,A,A,A,B,A,A,C,B,A,B,B,A,22000
23000,180010294920,2018,3526100,Juquiá,35,SP,17,M,0,2,1,3526100,Juquiá,35,SP,2,0,2,1,0,35034915,3526100,Juquiá,35,SP,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3529906,Miracatu,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,B,B,8,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,B,A,23000
24000,180010359739,2018,5103403,Cuiabá,51,MT,21,M,0,3,1,5103403,Cuiabá,51,MT,1,4,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5103403,Cuiabá,51,MT,1,1,1,1,450,451,455,461,458.4,527.8,514,493.4,BCDBEBAAADBBCBCADACDCBEBCCCBCAADBCCBDECDACAEE,CABCBEAABAAEBEEDABEAECACAABEBDCBCAAADEBDBDCDD,99999BBCDBCEEBDCACACDBAABECEBBDCEBCDABBCDBDAADCBCC,CDEBDECACACDCCCAADBBAEACABEBDCCBDACBDCADACDEC,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,160,120,120,120,80,600,G,E,D,B,4,N,A,C,D,B,A,B,A,B,A,B,A,A,B,A,A,D,A,B,B,A,A,24000
25000,180010614205,2018,2504009,Campina Grande,25,PB,18,F,0,3,1,2504009,Campina Grande,25,PB,1,2,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504009,Campina Grande,25,PB,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,B,C,B,8,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,D,A,B,B,A,E,25000
26000,180010606327,2018,3509502,Campinas,35,SP,63,F,2,1,1,3550308,São Paulo,35,SP,1,12,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3509502,Campinas,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,A,B,6,E,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,26000
27000,180010370809,2018,3550308,São Paulo,35,SP,17,M,0,2,1,3550308,São Paulo,35,SP,2,0,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,São Paulo,35,SP,1,1,1,1,449,453,458,462,413.8,595.1,564.9,684.9,AECBDEABECDBBCADBEEDCDABCDEBEABCABAEAEDDCCEEA,EBDDABCEDAECBDAEBCDECABBEACBAEDDEDABEABCAEDEE,BECDB99999ACDBDCEACABBEDABECDCBDEAEDBBEDCACDEABCBE,EDCBAADDCCEADCBDACDAAECABCEDEEBDECCBEBDAACADB,0,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1,160,160,140,160,160,780,E,E,B,C,5,D,A,B,B,A,A,B,A,B,A,A,A,A,B,B,A,B,B,B,B,B,A,27000
28000,180010524954,2018,2111300,São Luís,21,MA,16,M,0,3,1,2111300,São Luís,21,MA,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111300,São Luís,21,MA,1,1,1,1,447,453,458,459,421.5,520.2,386,464.9,EBCECBABACDABCCBCDBDBDCBDCBECDEAAECADADCCDBAB,CABCABDBDDEBACBAADCADAADAACBACBAABAEBDDEBEAAC,99999ADDCDEACBACABCCADCDCDBEACDAEAABACBDEBCBEAAAAC,BEDBDABDABBCBABCCBCCAAAEDADBDCEBBDCCEDCCDDADA,1,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1,120,120,100,100,80,520,E,D,C,B,4,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,C,A,28000
29000,180010426824,2018,3301702,Duque de Caxias,33,RJ,18,F,0,4,2,,,,,2,0,2,1,0,33050538,3301702,Duque de Caxias,33,RJ,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3301702,Duque de Caxias,33,RJ,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,B,F,B,3,B,A,B,B,A,A,B,A,B,A,A,A,A,B,B,A,B,A,A,B,B,A,29000
