,NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027,df_index
49000,180008126325,2018,3549904,São José dos Campos,35,SP,16,F,0,1,1,3549904,São José dos Campos,35,SP,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3549904,São José dos Campos,35,SP,1,1,1,1,449,453,458,462,545.9,673.5,603,748.8,ECAACACBADADDADADECEDCDBEBEEEAAACAAEBECBBCDEE,ECCADBBEDBECBDAECEAEDABDBACDEAEEBEECAABBCEBCE,BCDCB99999EDBEDEAEACADAAEDECDCBDEBEABACCACEDDEABCD,DCDBECDAACDEECCCADBDCECAEEBDEEBDAECBDAEEACADB,0,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1,140,160,140,160,140,740,D,D,D,B,3,B,A,B,C,B,A,B,A,B,A,A,A,A,B,B,A,D,B,B,B,C,E,49000
50000,180008723500,2018,2211001,Teresina,22,PI,26,M,0,3,1,2211001,Teresina,22,PI,1,8,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211001,Teresina,22,PI,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,A,C,A,3,B,A,B,C,A,C,C,A,A,A,A,A,A,D,B,A,D,A,B,A,A,A,50000
51000,180008121611,2018,2508901,Mamanguape,25,PB,35,M,0,3,1,2508901,Mamanguape,25,PB,1,10,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2508901,Mamanguape,25,PB,1,1,1,1,450,454,457,461,412.9,430,386.3,373.5,ABCABCABABABDBABACABACBADBABCABACEBACBACABACE,CABACBACABCABDAABCABACEBC*BCABABAECABCABADBCE,99999ABACDABCABCADBEBCADACBDACBACBABACBABCAB.ACBDA,ABCABCABCABDBACBCADBACBABDABCAABCBCEDABCABECD,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,120,180,120,100,100,620,D,B,A,A,4,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,51000
0,180008454658,2018,3304557,Rio de Janeiro,33,RJ,18,M,0,3,1,3304557,Rio de Janeiro,33,RJ,2,0,2,1,0,33157065,3304557,Rio de Janeiro,33,RJ,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3304557,Rio de Janeiro,33,RJ,1,1,1,1,450,453,458,461,561.8,645.3,630.7,709,ECCEEABEAABEAADDBDBBAADDBDEDDBBDBEBACADCAABEE,EBBABEAEAAEDCDBEAACAAEBECAEAEEEEADACAEBADDBCE,99999DCEBBAADCEEEBBBCBADABEEECBDBACDBDADBDEDECABAD,AABAEADCCAAEDBEBBCCDDBCCDCADBEACAACDDDEABDCED,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,120,120,80,120,120,560,C,B,B,B,5,D,D,B,D,A,A,B,A,B,A,B,A,A,E,A,A,B,B,B,B,B,A,0
1000,180008833179,2018,5201306,Anicuns,52,GO,17,F,0,1,1,5201306,Anicuns,52,GO,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5220108,São Luís de Montes Belos,52,GO,1,1,1,1,449,452,456,462,525.8,625.7,533.3,552.6,CCBDCABBADCBCEDABDBACEACBDACDBCCCAAEEEABBAADE,ACEDDEEBAAAAAABEEEEBBAAEDBECEDCEDBEDAAACEAECB,BBADC99999EDDEDECAACBBEBBABDDCCABBAABCBBDDBDBAAABC,ABBCEBBBAAEDCDADADACEBEDECBBABEAACEADDCADBEBD,0,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1,120,120,100,120,0,460,E,C,C,B,4,C,A,B,C,B,A,B,A,B,B,A,A,A,B,A,B,D,A,B,B,C,A,1000
2000,180008139723,2018,3523107,Itaquaquecetuba,35,SP,18,F,0,0,1,2933307,Vitória da Conquista,29,BA,2,0,2,1,0,35921497,3523107,Itaquaquecetuba,35,SP,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3523107,Itaquaquecetuba,35,SP,1,1,1,1,448,454,457,460,442.3,567.5,527.4,496.7,CABDBEEEBBBBEECEAEDEDCDBDECCEBCABADBACEBBAEEE,DDECABDADBEEADDDEECADECBEACAEDAABEEBCCCAAACAE,99999BBDEDBCADBBEEECBCCADBAADBADBCBDACEAAADBCCBABE,ECEBCDCDAEAEDABDAEAEECCEAEACBCECDADCEDCEBACAA,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,120,40,40,100,40,340,C,B,B,B,4,C,A,B,D,A,A,B,B,B,B,B,A,A,B,A,A,D,A,B,B,B,A,2000
3000,180008131663,2018,2111300,São Luís,21,MA,22,M,0,3,1,2111300,São Luís,21,MA,1,3,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111300,São Luís,21,MA,1,1,1,1,448,451,455,460,377.6,530.4,429.9,434.9,DAEABCCCDABDECCECCBDDCBCAEABCBCBACCDCCEDDCEDC,EBCDEBECABEADBCACCECADACDEBABCCDABDCEDCADBCEB,99999CBCACAAECABEDACBAACDADACCADCDABACCBDCAADBBDDB,CABECBDEDAACCCABCDBCBCCDBAECCECDBDDBCDBBCDBDE,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,100,60,60,120,20,360,D,D,C,C,3,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A,A,A,3000
4000,180008752187,2018,3550308,São Paulo,35,SP,15,M,0,1,1,3550308,São Paulo,35,SP,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550308,São Paulo,35,SP,1,1,1,1,450,453,458,461,547.6,626.1,434.8,577.2,BBAEDCBEEECEABCCBDDCCACEDCADDCDABDDACBCEABAEC,ECCCCEAEBDEBADAAADCAECADEBCDAAEEAEDEAEBDCCAEE,99999BBCBAADEAADAEDCABCDAECDBACCBCBDEBABEACBAAAAAB,DCBACEEBCDADCDDBDAEBDADEBEDCAEDACAABCECBAEDCE,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1,120,120,120,120,140,620,F,F,D,E,4,I,B,D,D,C,B,B,B,B,A,B,B,B,E,B,B,E,B,D,B,C,D,4000
5000,180008306198,2018,2600203,Afrânio,26,PE,16,M,0,1,1,2600203,Afrânio,26,PE,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600203,Afrânio,26,PE,1,1,1,1,449,451,455,462,459,474.9,514.7,590.3,CBAABDACCCDABDDACACEBCBBBBABCDCACBDCBCDCBCDEB,ACBCCBAAEBBDEEECACCEEDCBDCCAEADBCBACAABAEDABA,99999BCADBCDACDDAAAEABDDCADAEDACBAADBCCBDACCABBDBA,BDBDCCEDBCECECADAABACEADDEECACEDDEEBDCCBBACAC,1,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1,120,120,120,120,80,560,C,E,A,A,5,C,A,B,C,B,B,B,A,A,A,A,A,A,B,A,A,B,A,A,A,C,A,5000
6000,180008141727,2018,4305801,Constantina,43,RS,20,F,0,3,1,4305801,Constantina,43,RS,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4320107,Sarandi,43,RS,1,1,1,1,449,454,457,462,430.3,468.8,456.2,442.8,ACECBCDBCCBDADAEBCDCDEDBCEABBDACDBACBEABDBEAC,DACAEADBDABDACECDABDEACDBDEACBACDADBECACDADAB,99999BDAEBECDDDABEBDDBBCDDADBCBAECADBEBCDBACDCADCA,BDBEECDECDECABDDAABCECDBDAECEACADBAEACAACEBCD,1,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1,140,40,40,80,40,340,D,E,C,B,3,E,A,B,C,B,A,B,B,B,A,B,A,A,B,A,A,D,B,B,B,A,A,6000
7000,180008633952,2018,2109908,Santa Inês,21,MA,22,F,0,3,1,2109908,Santa Inês,21,MA,1,4,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2109908,Santa Inês,21,MA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,H,D,C,D,5,C,A,B,D,A,B,B,B,A,A,A,A,A,B,B,A,C,A,A,A,A,A,7000
8000,180008740258,2018,3302809,Mendes,33,RJ,18,F,0,1,1,3203403,Mimoso do Sul,32,ES,2,0,2,1,0,33038040,3301801,Engenheiro Paulo de Frontin,33,RJ,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3306206,Vassouras,33,RJ,1,1,1,1,449,454,457,462,516.3,645.2,583.1,481.3,CABCADAABCEBCABBBBDCEECACBAACBCCCBBCCCABBDBCE,ADDCDEBBBACCBDEDAEACEAEAEEEBEEAEECECCCCDEEBBB,99999BBDCDBCADEBBEBBDBECACEADDDECBBCECCCBEBBAEEBEA,EBCCACBDBAEADDADBDAAEEAAECDEBEEEDDCBAEADAEECB,1,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1,160,180,180,180,140,840,B,E,B,C,2,B,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,C,B,A,A,B,A,8000
9000,180008305974,2018,3518800,Guarulhos,35,SP,29,F,0,1,1,3518800,Guarulhos,35,SP,1,12,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3518800,Guarulhos,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,F,G,D,D,3,I,A,C,C,A,A,B,A,B,A,B,A,B,C,B,B,D,B,C,B,A,A,9000
10000,180008302389,2018,4304200,Candelária,43,RS,31,F,0,1,1,4301206,Arroio do Tigre,43,RS,1,12,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4322608,Venâncio Aires,43,RS,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,B,A,A,1,C,A,B,B,A,A,B,A,B,A,B,A,A,B,A,A,B,A,A,A,A,A,10000
11000,180008871961,2018,1302603,Manaus,13,AM,28,M,1,3,1,1506195,Rurópolis,15,PA,1,11,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302603,Manaus,13,AM,1,1,1,1,447,454,457,459,497.9,635.2,582.1,662.1,ADDCAECBCAAACADBCCDCABADEEBABAACAEDBAADECABDE,AEECAABEABABDBBDAEBAEDEEEEEACEACCDECCDDCABEED,99999CBDCBADECDABEEDEAEDAEEABEBDCCCCEEBBACCDAABCED,BECACBBBCEADD*DACEDBAAAADBEBCAEEDABEEBCBBECAA,1,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1,120,120,120,100,120,580,C,E,A,A,3,C,A,B,B,A,A,B,A,B,A,B,A,A,B,A,A,C,A,A,A,A,A,11000
12000,180008184367,2018,3205309,Vitória,32,ES,18,M,0,3,1,3205200,Vila Velha,32,ES,1,1,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3205309,Vitória,32,ES,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,E,A,D,5,C,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,C,A,A,A,A,A,12000
13000,180008149782,2018,2704302,Maceió,27,AL,31,M,1,2,1,2704302,Maceió,27,AL,1,12,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704302,Maceió,27,AL,1,1,1,1,447,454,457,459,652.4,646,507.1,767.1,DDCBDCCAAECCCABCCDCEECAADBDACEEABECBABECEDDDE,CEACAADBADCEBAEDBEBBBEEBEEEBEEABCAEBDBBDDAEAD,99999ABCDEECEABADABDDBECADBEDBADBDD.EEBBABDCEDABCD,CBEDDCECBAADAAECABCCBACADEECCECDBCAEEABCCDAEA,1,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1,120,140,120,120,140,640,C,E,C,B,2,I,A,C,C,B,A,B,A,B,A,B,A,A,B,A,B,C,A,C,B,A,D,13000
14000,180008299139,2018,2408102,Natal,24,RN,20,M,0,3,1,2408102,Natal,24,RN,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2408102,Natal,24,RN,1,1,1,1,449,451,455,462,554.5,625,535.5,501.5,DCBEDDCBCBEDBEAACDCABEBCACDADDCCDEBEEDBCBCAEA,AACBBBCAEBBEBCEABBEACEACAAAEEAEACAADBACAABADB,99999ECEDCACCCACDBBCACACCABBACBCAACDACCCBADDBADCCA,BCBBEAEAADEACDACACBACDAEACDBACCEAACCEADACEACC,1,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1,120,140,120,100,40,520,E,E,B,D,3,B,A,C,D,B,A,B,A,B,A,B,A,A,D,A,B,D,B,B,B,A,D,14000
15000,180008200160,2018,1302603,Manaus,13,AM,18,F,0,4,1,1302603,Manaus,13,AM,1,1,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302603,Manaus,13,AM,1,1,1,1,447,451,455,459,414.1,553.3,515.3,479.8,ACABCECCEBDCBCEBBEBBCBACCADDAAADDBCCDACCABBDB,AECECEAAEBCCBEAABEEAEDBADEAABBCAECADEDDDEBBBE,ECABC99999AEABCBACBCECEDDABAEDABAADBCBACBBDEABDABA,DDCBABCCBBAAEBDEEDAACBBDDCDBABACDCDCEBAAECCBD,0,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1,120,120,100,120,80,540,E,D,C,B,6,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B,A,A,A,15000
16000,180008431190,2018,2306702,Jaguaretama,23,CE,20,M,0,3,1,2306702,Jaguaretama,23,CE,2,0,1,3,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306702,Jaguaretama,23,CE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,E,A,B,5,A,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,B,A,16000
17000,180008466945,2018,2700300,Arapiraca,27,AL,18,F,0,1,2,,,,,2,0,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700300,Arapiraca,27,AL,1,1,1,1,449,454,457,462,390.8,491.3,529.1,456.3,ACAECECCCDBBCBDBBECABEBCCADDCAACDCDCAEACEACEA,BDDAABBBABBEAAABAADDBCACEAACEBBCBCCCBBBCAACAB,EDACB99999AAADBAAEBDEBEEBBDADDAEACDCEEDCACBDAACAEA,EBEDCBAECBCBBCBCBDADEEDBCBDDDAEEDABCDCDCBCECD,0,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1,120,40,40,80,40,320,B,D,A,A,4,C,A,C,C,B,B,B,B,B,A,B,A,B,C,B,B,A,A,B,B,B,A,17000
18000,180008443960,2018,2507507,João Pessoa,25,PB,16,M,0,1,1,2503704,Cajazeiras,25,PB,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507507,João Pessoa,25,PB,1,1,1,1,449,452,456,462,651.5,676.7,637,778.7,BCBEDACDCDDBDCBBCBBCBDCEECAADBCCCEAABEECCCAEE,BCECAECBCADCECDEDDECCDAEBCEBEDCAAACDBBABEBECC,BBEDC99999ABCADECACCDEEADACADCCBBACCEAABDCCDCDCEDB,DDBACEDDACACCBECACCDCDEDEEBDAEEDCEDBCAECADADD,0,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1,160,200,160,200,180,900,G,G,E,D,2,I,A,D,D,B,A,B,B,B,A,B,A,A,C,A,B,C,A,B,B,C,D,18000
19000,180008156917,2018,2606200,Goiana,26,PE,20,M,0,3,1,2606200,Goiana,26,PE,2,0,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2606200,Goiana,26,PE,1,1,1,1,448,454,457,460,441.5,438.3,424,424,AADBCCEBEDBCBCEADCECBDBCCBECBEABBECCACBDBEAEC,BDDABEBECDAECEDBCBAEDEADCACBBECECACEACCBDBEBE,99999DBDDEABAABEDABBEBBDBEBBBCDCBBCAACDAEAEDBAADAB,CADECBEADECCDADCDECEADBDCAECDCBCCBDEBCAEBCCEB,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1,100,40,40,120,40,340,E,E,B,B,3,E,A,C,D,B,A,B,A,B,A,B,A,A,B,B,A,C,B,B,B,B,B,19000
